,Entropy,Divergency,Complexity
0,0.9999635810032377,5.8180664514444205e-05,5.817844397737316e-05
1,0.9996613014819467,0.0005338244357841616,0.0005336408447836027
2,0.9986764222320517,0.002052091131787475,0.0020493633416255115
3,0.9968158937490302,0.004842208222830279,0.004826762382081717
4,0.994025423562364,0.008910615037849234,0.008857322677630196
5,0.9898647928521617,0.014785375712912599,0.01463530929411709
6,0.98439957742113,0.0222233754661638,0.02187644721621031
7,0.9767848271628452,0.032172666157727375,0.03142532423289656
8,0.9672658191366111,0.04415827928657342,0.04271198961851299
9,0.954909008749191,0.059091041884669376,0.05642569094049909
10,0.9391091278944343,0.07729050075284821,0.07257962970058197
11,0.9197836317430507,0.09878299979025904,0.09085333317720935
12,0.8949564380197451,0.1250818127770455,0.11192782598214554
13,0.8631166878110899,0.15700724565343424,0.1354853933033663
14,0.828602742046065,0.19088952939014828,0.1581202783410557
15,0.7820181307367512,0.23439708587633395,0.18321739034309806
16,0.731867681738012,0.2804352017373361,0.2050828542343767
17,0.6738202761422757,0.3325309520913678,0.2237832859494625
18,0.6078809837143614,0.39090564287658164,0.23717844925993709
19,0.5334616161556773,0.45662752562363274,0.24275844390153267
20,0.46278220205541337,0.5196623755618297,0.23960114237940916
21,0.39947085684457545,0.57769268955063,0.22967558279203265
22,0.3372432292617142,0.6355656151783577,0.2132485911540694
23,0.26374260554158746,0.7046090775628364,0.18456665933545152
24,0.206821511339312,0.7602171780458897,0.15639773032888069
25,0.1596755337097539,0.8084444737913744,0.1284080201361046
26,0.1281022818559701,0.8428534810724718,0.10718667498980833
27,0.09619037740908264,0.8780403694799142,0.08373396149641309
28,0.06902666333749248,0.9088198778306735,0.062258081309434235
29,0.05784737426293573,0.9223382396290382,0.05313720013903905
30,0.035928540664356134,0.9488452469072409,0.03394432207576026
31,0.02914818136673952,0.9582458345726395,0.027682329329357713
32,0.022321856063466282,0.966892500690004,0.021521914727183785
33,0.014249301362491246,0.9778704962293492,0.013902008424922615
34,0.012038269146806295,0.9811543734209465,0.011785940239433424
35,0.010204999904974156,0.9839140728930612,0.010017429642490012
36,0.006396273343950056,0.9895085639032014,0.006314414032183221
37,0.004927492410019584,0.9917814899661822,0.004877659202522928
38,0.0031796745516642047,0.9945200606833946,0.0031569229387753955
39,0.002880311858984082,0.9950095185352923,0.0028625201825898177
40,0.002213563583991027,0.9961069793977836,0.002202576600599136
