,Entropy,Divergency,Complexity
0,0.9997954947702044,0.00046499130597181255,0.00046489561044051584
1,0.9995781894543985,0.0009499287959870764,0.000949526632405542
2,0.9988854016001292,0.0024584904994929073,0.002455743709714916
3,0.9975449024722652,0.005286485197086819,0.005273480527869589
4,0.9956209683766947,0.009200723184712116,0.009160368869272528
5,0.9925205054857696,0.015231631886261348,0.01511753831994574
6,0.9885622672185261,0.022585845295478805,0.02232727724452348
7,0.9830590907854376,0.032373069360504624,0.03182415226720862
8,0.9759161929225345,0.04432618226566724,0.043257845026421
9,0.9665971771225964,0.05909616148095607,0.05712110503135714
10,0.9538760571623954,0.07780165686504656,0.0742103223090124
11,0.938862496397017,0.09880171941098895,0.09275591246161821
12,0.9184960560040824,0.12509472944184002,0.11488173687363809
13,0.894704319021746,0.15478021401702874,0.13845929766400256
14,0.8655033660565259,0.18848140449332482,0.16307477614337476
15,0.8275132911830135,0.229533777454699,0.18984662328961308
16,0.7811840500525878,0.2772652460686435,0.21641640826919967
17,0.7314280311731741,0.3268555170918091,0.23868215204776297
18,0.6705229748833458,0.3847216744413783,0.25735777721817665
19,0.5987744085491361,0.44969882830915536,0.2683506335769277
20,0.5314877892401371,0.5119675026931059,0.2711534390008739
21,0.4799511650907791,0.5623195769949068,0.26912860492008467
22,0.39037774222368693,0.6386681695324667,0.24770332792431954
23,0.317670366794827,0.7027444242782072,0.22173850396998196
24,0.28867834711276397,0.7348638181959735,0.2109983841059975
25,0.2173932994991153,0.7958172713763582,0.17167988431122538
26,0.19589766692443228,0.820288458377895,0.15942180409798137
27,0.1441738128089958,0.8643340356411299,0.12394080586936838
28,0.11402188327287309,0.8923470590110628,0.10107715594355235
29,0.10280900942431606,0.9057816643787334,0.09242693866732353
30,0.07624942056620325,0.9281877999075916,0.07052473339497864
31,0.06362786248181405,0.9411820644769305,0.0596053610975682
32,0.04776758675323952,0.9549205625801203,0.045360861243804514
33,0.03771501016116555,0.9640103523904984,0.03619309499456598
34,0.0287002924263459,0.9720474047533281,0.027779155174326754
35,0.02372346812177366,0.9765787914337289,0.023112454600471687
36,0.020249913973219912,0.9803438232191547,0.01976349983065972
37,0.01599711806786486,0.9838439250815124,0.015716686973917558
38,0.013224327605757329,0.9867600926927224,0.01301707857485163
39,0.010415209073632668,0.9892059997900007,0.010285777297495543
40,0.008229787475581755,0.991328329365205,0.008144289504696905
