,Entropy,Divergency,Complexity
0,0.9999777692290318,3.1102363945123104e-05,3.1101623293037896e-05
1,0.9996280913492831,0.0005136401377558682,0.0005134473986114522
2,0.9984633637697271,0.002090759454019084,0.0020875364563770443
3,0.9964153951305638,0.004803025292134476,0.00478577751676198
4,0.9931244858339484,0.009048703807684595,0.008986394262202688
5,0.9885630017325866,0.014760135139617778,0.014591131841847035
6,0.9823162148459876,0.02238818738922811,0.021991953959293816
7,0.9739072605071807,0.03230820226589954,0.03146467824484179
8,0.9629519469705978,0.044748890205821394,0.04308998365953389
9,0.9497465755883522,0.05936855630027702,0.05638274764770525
10,0.9323612920383142,0.07785119339305432,0.07258354458523085
11,0.9103617555292974,0.10035687744769838,0.09134881301106595
12,0.8848613630367159,0.12582391957816,0.1113268893317072
13,0.8519085477672778,0.15738596897966056,0.13405091324263005
14,0.8114759457970423,0.19495222119779232,0.15814551704389057
15,0.7651091584430284,0.2371123387983393,0.1813434484049764
16,0.7099938346671526,0.2862757381103283,0.202981271171568
17,0.6502854003910487,0.3390530789096417,0.22002163240259218
18,0.580304024190738,0.4007586707725771,0.23185302630051352
19,0.5185232687706335,0.45607149980539247,0.2360182678537706
20,0.4403748317981814,0.5262378003272947,0.23096331037818335
21,0.3663427820293497,0.5948590716411764,0.21616912053962992
22,0.30533976655885947,0.6530049817019603,0.1986519903127896
23,0.24870816929235948,0.7092163839838627,0.17523238448328132
24,0.19963167321501543,0.7596485771160126,0.15037216995632938
25,0.16366538246044382,0.7977749579064305,0.130037117333201
26,0.11927723899747956,0.8465836251798884,0.10025702074048654
27,0.08158424806093052,0.8896904394269274,0.07224265055759031
28,0.05958798786166977,0.9168831726236806,0.05422879833795782
29,0.04387373857771223,0.9370056193973494,0.04078725835418248
30,0.03424750551005935,0.9495060644874355,0.03241185171810809
31,0.02196800613342428,0.9662642090776614,0.021159504916261538
32,0.016903398758460506,0.9734815593892002,0.016423672401826787
33,0.013688178269173477,0.9783333344297811,0.01335292141199282
34,0.009544039066265842,0.9844506687416333,0.009378861755483461
35,0.006761450478766847,0.9887208597957348,0.006676795336896012
36,0.005763980815237697,0.9903373649472358,0.005700218988213903
37,0.003097812143815291,0.9946023875375664,0.003077661759130831
38,0.0022029458735511004,0.9961006623110158,0.002191901643188125
39,0.0016186762310741979,0.9970815720909016,0.0016131471646175105
40,0.0012803192410253796,0.9976783129126485,0.0012765200546501888
