,Entropy,Divergency,Complexity
0,0.9999364693411367,0.00011514997080138694,0.00011514245421662391
1,0.9996621616814232,0.0006044938226598299,0.0006042876725070561
2,0.9988136405627908,0.002082667104307304,0.0020801810823216616
3,0.9971183359796999,0.004941894715078255,0.004927622379628574
4,0.9946584028203986,0.00898327603547923,0.008935209990194835
5,0.9910576407912508,0.014659390423031906,0.014528146133820202
6,0.9859169768097102,0.022459269580061218,0.022142571201777966
7,0.9792559076335812,0.03210311128702576,0.031436827442983636
8,0.9705624046486776,0.04413354339872967,0.042833296824748054
9,0.9593660382066821,0.059003160511553555,0.056602170156591636
10,0.9449180916149265,0.07710902682352046,0.07285696431131772
11,0.9261686198479914,0.09927521058831255,0.091935795692927
12,0.9033884437718391,0.1250846685750709,0.11298387932661434
13,0.8767559903310906,0.15407043024298475,0.13506048176773927
14,0.8399238204279872,0.191393435978251,0.1607127881824338
15,0.8001953313479832,0.23085675185300547,0.18462811587913042
16,0.7446382969689622,0.2823412687527565,0.2099890747101367
17,0.6952441940470474,0.3289418626053209,0.22837626526850266
18,0.6237861616623387,0.3920712682455562,0.2441439385390318
19,0.5657859419966257,0.44532129270523946,0.25147781416364234
20,0.4879402594576332,0.5136423252974586,0.2497245521155625
21,0.41388934300998237,0.5800222998327745,0.23834864701420636
22,0.33234991085048143,0.6526430365838496,0.21508447059321192
23,0.2925642860228686,0.692477740397725,0.20137309747819407
24,0.2245440293017407,0.7553846028270252,0.16860238230379904
25,0.1775900784976223,0.8019281983863604,0.141168132245539
26,0.1400861354765363,0.8398462971209096,0.11678830411947182
27,0.12098219010469893,0.861303282438314,0.10344096081731542
28,0.08620307818040525,0.8963805088379643,0.07703783569892482
29,0.06757945547488158,0.9172742868110502,0.06163488050460977
30,0.047842718677493346,0.9389082124634603,0.04472815986164045
31,0.03763342756267449,0.9509708323547457,0.03565507337058239
32,0.02919576474250853,0.9610915047594644,0.027960623770275313
33,0.01945946624491037,0.9726150967116741,0.01889025489591018
34,0.01794060076736536,0.9750815776000487,0.01744406838338619
35,0.014866655558377434,0.9792301309627361,0.014505740189457075
36,0.00868474193641648,0.986856535320685,0.008559007440144204
37,0.006239958850809762,0.9901730994773363,0.006174992946485725
38,0.005746379714787391,0.9910918769617602,0.005685489153225307
39,0.004741237052279319,0.99256388754328,0.004698765543047407
40,0.003171046238025083,0.9948174008123957,0.0031505262843691826
